Thu Apr  9 15:36:31 2020
  TIME  UBattRawV  OilPressure  XGbGearRawV  XGbShiftRawV  XCltRawV  ICltEhvpRefV  IGbEhvp1Ref2V  IGbEhvp1Ref2V IGbSEhvpRefV NEXT_STEP
25.849100,120,43.610000,542,897,1218,0,0,0,0,1
25.849100,120,43.610000,542,897,1218,0,0,0,0,1
25.849100,120,43.610000,542,897,1218,0,0,0,0,1
25.849100,120,43.610000,542,897,1218,0,0,0,0,1
25.849100,120,43.610000,542,897,1218,0,0,0,0,1
25.849100,120,43.610000,542,897,1218,0,0,0,0,1
25.921830,117,54.880000,541,897,1218,0,0,0,0,1
25.921830,117,54.880000,541,897,1218,0,0,0,0,1
25.921830,117,54.880000,541,897,1218,0,0,0,0,1
25.921830,117,54.880000,541,897,1218,0,0,0,0,1
25.921830,117,54.880000,541,897,1218,0,0,0,0,1
25.921830,117,54.880000,541,897,1218,0,0,0,0,1
25.993100,117,55.272000,542,898,1219,0,0,0,0,1
25.993100,117,55.272000,542,898,1219,0,0,0,0,1
25.993100,117,55.272000,542,898,1219,0,0,0,0,1
25.993100,117,55.272000,542,898,1219,0,0,0,0,1
25.993100,117,55.272000,542,898,1219,0,0,0,0,1
25.993100,117,55.272000,542,898,1219,0,0,0,0,1
26.065100,120,55.272000,542,897,1219,0,0,0,0,1
26.065100,120,55.272000,542,897,1219,0,0,0,0,1
26.065100,120,55.272000,542,897,1219,0,0,0,0,1
26.065100,120,55.272000,542,897,1219,0,0,0,0,1
26.065100,120,55.272000,542,897,1219,0,0,0,0,1
26.065100,120,55.272000,542,897,1219,0,0,0,0,1
26.137100,120,54.782000,542,897,1219,0,0,0,0,1
26.137100,120,54.782000,542,897,1219,0,0,0,0,1
26.137100,120,54.782000,542,897,1219,0,0,0,0,1
26.137100,120,54.782000,542,897,1219,0,0,0,0,1
26.137100,120,54.782000,542,897,1219,0,0,0,0,1
26.137100,120,54.782000,542,897,1219,0,0,0,0,1
26.209100,120,54.586000,542,897,1219,0,0,0,0,1
26.209100,120,54.586000,542,897,1219,0,0,0,0,1
26.209100,120,54.586000,542,897,1219,0,0,0,0,1
26.209100,120,54.586000,542,897,1219,0,0,0,0,1
26.209100,120,54.586000,542,897,1219,0,0,0,0,1
26.209100,120,54.586000,542,897,1219,0,0,0,0,1
26.281830,120,54.390000,542,897,1219,0,0,0,0,1
26.281830,120,54.390000,542,897,1219,0,0,0,0,1
